ปี,เทอม,รหัสวิชา,ชื่อไทย,รหัสกลุ่ม,ชื่อภาษาอังกฤษ,ภาควิชา,หน่วยกิต,รายละเอียดวัน-เวลา-ห้องเรียน-อาคาร-ประเภทการสอน,รายละเอียดวิชา,เงื่อนไขรายวิชา,อาจารย์,สอบกลางภาค,สอบปลายภาค,หมายเหตุ,อ้างอิง
2567,2,511272-162,ทฤษฎีดอกเบี้ยและการประยุกต์,1,THEORY OF INTEREST AND APPLICATIONS,"วิทยาศาสตร์, ภาควิชาคณิตศาสตร์",3 (3-0-6),"เรียนทั้งหมด 3 คาบดังนี้ วัน : พฤหัสบดี _ เวลา : 13:00-14:45 _ ห้องเรียน : 1238 ว.1 _ อาคาร : วิทย์1 _ ประเภทการสอน: Lecture(ทฤษฏี), วัน : จันทร์ _ เวลา : 13:55-14:45 _ ห้องเรียน : 1238 ว.1 _ อาคาร : วิทย์1 _ ประเภทการสอน: Lecture(ทฤษฏี), วัน : ศุกร์ _ เวลา : 11:15-12:05 _ ห้องเรียน : 1238 ว.1 _ อาคาร : วิทย์1 _ ประเภทการสอน: Tue(ติวแนวข้อสอบ)",ดอกเบี้ยและการประยุกต์ การชำระหนี้ การประกันชีวิต ภาษีเงินได้บุคคลธรรมดา ตราสารทางการเงิน,นักศึกษาต้องสอบผ่านวิชาที่มี [],รองศาสตราจารย์ ดร.มาลินี ชัยยะ,20 ม.ค. 2568 เวลา 09:00 - 12:00 อาคาร วิทย์1 ห้อง 1239 ว.1,25 มี.ค. 2568 เวลา 09:00 - 12:00 อาคาร 0 ห้อง กำหนดภายหลัง,วิชาเลือกของสาขาคณิตศษ.บ4ปี ปี2-6,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=126641&acadyear=2567&semester=2&avs279655917=1604
2567,2,511273-165,ดอกเบี้ยและการประยุกต์,1,INTEREST AND APPLICATIONS,"วิทยาศาสตร์, ภาควิชาคณิตศาสตร์",3 (3-0-6),"เรียนทั้งหมด 3 คาบดังนี้ วัน : พฤหัสบดี _ เวลา : 13:00-14:45 _ ห้องเรียน : 1238 ว.1 _ อาคาร : วิทย์1 _ ประเภทการสอน: Lecture(ทฤษฏี), วัน : จันทร์ _ เวลา : 13:55-14:45 _ ห้องเรียน : 1238 ว.1 _ อาคาร : วิทย์1 _ ประเภทการสอน: Lecture(ทฤษฏี), วัน : ศุกร์ _ เวลา : 11:15-12:05 _ ห้องเรียน : 1238 ว.1 _ อาคาร : วิทย์1 _ ประเภทการสอน: Tue(ติวแนวข้อสอบ)",ดอกเบี้ยแบบต่าง ๆ มูลค่าของเงินตามเวลา ผลตอบแทนภายใน การชำระหนี้ การประกันชีวิต ภาษีเงินได้บุคคลธรรมดา ตราสารทางการเงิน,นักศึกษาต้องสอบผ่านวิชาที่มี [],รองศาสตราจารย์ ดร.มาลินี ชัยยะ,20 ม.ค. 2568 เวลา 09:00 - 12:00 อาคาร วิทย์1 ห้อง 1239 ว.1,25 มี.ค. 2568 เวลา 09:00 - 12:00 อาคาร 0 ห้อง กำหนดภายหลัง,วิชาบังคับเลือกของสาขาคณิตปี2-3,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=131193&acadyear=2567&semester=2&avs279655917=1605
2567,2,511300-165,ภาษาอังกฤษสำหรับคณิตศาสตร์ 2,1,ENGLISH FOR MATHEMATICS II,"วิทยาศาสตร์, ภาควิชาคณิตศาสตร์",3 (3-0-6),"เรียนทั้งหมด 3 คาบดังนี้ วัน : อังคาร _ เวลา : 14:50-16:35 _ ห้องเรียน : 2204 ว.2 _ อาคาร : วิทย์2 _ ประเภทการสอน: Lecture(ทฤษฏี), วัน : พุธ _ เวลา : 14:50-15:40 _ ห้องเรียน : 1240 ว.1 _ อาคาร : วิทย์1 _ ประเภทการสอน: Lecture(ทฤษฏี), วัน : พุธ _ เวลา : 15:45-16:35 _ ห้องเรียน : 1240 ว.1 _ อาคาร : วิทย์1 _ ประเภทการสอน: Tue(ติวแนวข้อสอบ)",การเขียนและการอ่านประโยคทางคณิตศาสตร์ หรือวิทยาศาสตร์ ที่เป็นภาษาอังกฤษจากบทความ หรือหนังสือ โดยใช้ตัวแบบจาก ประวัตินักคณิตศาสตร์ หรือนักวิทยาศาสตร์ร่วมสมัยในรูปแบบภาษาอังกฤษ,นักศึกษาต้องสอบผ่านวิชาที่มี [],รองศาสตราจารย์ ดร.ประพันธ์พงศ์ พงศ์ศรีเอี่ยมผู้ช่วยศาสตราจารย์ ดร.ธรรมธาดา เขมะรัชตกำธร,19 ม.ค. 2568 เวลา 13:00 - 15:00 อาคาร วิทย์4 ห้อง 4206 ว.4,18 มี.ค. 2568 เวลา 09:00 - 11:00 อาคาร 0 ห้อง กำหนดภายหลัง,วิชาบังคับของสาขาคณิต ปี2-3,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=131194&acadyear=2567&semester=2&avs279655917=1607
2567,2,511333-165,ตัวแปรเชิงซ้อน,1,COMPLEX VARIABLES,"วิทยาศาสตร์, ภาควิชาคณิตศาสตร์",3 (3-0-6),"เรียนทั้งหมด 3 คาบดังนี้ วัน : อังคาร _ เวลา : 13:00-14:45 _ ห้องเรียน : 1241 ว.1 _ อาคาร : วิทย์1 _ ประเภทการสอน: Lecture(ทฤษฏี), วัน : ศุกร์ _ เวลา : 08:30-09:20 _ ห้องเรียน : 1241 ว.1 _ อาคาร : วิทย์1 _ ประเภทการสอน: Lecture(ทฤษฏี), วัน : ศุกร์ _ เวลา : 09:25-10:15 _ ห้องเรียน : 1241 ว.1 _ อาคาร : วิทย์1 _ ประเภทการสอน: Tue(ติวแนวข้อสอบ)",ระบบจำนวนเชิงซ้อน ลิมิต ความต่อเนื่อง การหาอนุพันธ์และการหาปริพันธ์ของฟังก์ชันค่าเชิงซ้อน อนุกรมลอเรนต์ ทฤษฎีบทส่วนตกค้างและการประยุกต์ การส่งคงแบบ,"นักศึกษาต้องสอบผ่านวิชาที่มี ['511203-165', 'หรือต้องเรียนวิชารหัส 511203-165 ไปพร้อมกัน']",รองศาสตราจารย์ ดร.สมเจตน์ ชัยยะ,23 ม.ค. 2568 เวลา 09:00 - 12:00 อาคาร วิทย์4 ห้อง 4203 ว.4,27 มี.ค. 2568 เวลา 13:30 - 16:30 อาคาร 0 ห้อง กำหนดภายหลัง,วิชาบังคับของสาขาคณิต ปี3,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=131201&acadyear=2567&semester=2&avs279655917=1608
2567,2,511333-2560,ตัวแปรเชิงซ้อน,1,COMPLEX VARIABLES,"วิทยาศาสตร์, ภาควิชาคณิตศาสตร์",3 (3-0-6),"เรียนทั้งหมด 3 คาบดังนี้ วัน : อังคาร _ เวลา : 13:00-14:45 _ ห้องเรียน : 1241 ว.1 _ อาคาร : วิทย์1 _ ประเภทการสอน: Lecture(ทฤษฏี), วัน : ศุกร์ _ เวลา : 08:30-09:20 _ ห้องเรียน : 1241 ว.1 _ อาคาร : วิทย์1 _ ประเภทการสอน: Lecture(ทฤษฏี), วัน : ศุกร์ _ เวลา : 09:25-10:15 _ ห้องเรียน : 1241 ว.1 _ อาคาร : วิทย์1 _ ประเภทการสอน: Tue(ติวแนวข้อสอบ)",ระบบจำนวนเชิงซ้อน ลิมิต ความต่อเนื่อง การหาอนุพันธ์และการหาปริพันธ์ของฟังก์ชันค่าเชิงซ้อน อนุกรมลอเรนต์ ทฤษฎีบทส่วนตกค้างและการประยุกต์ การส่งคงแบบ,"นักศึกษาต้องสอบผ่านวิชาที่มี ['511203-2560', 'หรือต้องเรียนวิชารหัส 511203-2560 ไปพร้อมกัน']",รองศาสตราจารย์ ดร.สมเจตน์ ชัยยะ,23 ม.ค. 2568 เวลา 09:00 - 12:00 อาคาร วิทย์4 ห้อง 4203 ว.4,27 มี.ค. 2568 เวลา 13:30 - 16:30 อาคาร 0 ห้อง กำหนดภายหลัง,วิชาบังคับของสาขาคณิต ปี4-8,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=111867&acadyear=2567&semester=2&avs279655917=1609
2567,2,511334-162,การวิเคราะห์ของฟังก์ชันค่าจริง,1,ANALYSIS OF REAL-VALUED FUNCTIONS,"วิทยาศาสตร์, ภาควิชาคณิตศาสตร์",3 (3-0-6),"เรียนทั้งหมด 3 คาบดังนี้ วัน : พุธ _ เวลา : 08:30-10:15 _ ห้องเรียน : 4415 ว.4 _ อาคาร : วิทย์4 _ ประเภทการสอน: Lecture(ทฤษฏี), วัน : พุธ _ เวลา : 13:00-13:50 _ ห้องเรียน : 1240 ว.1 _ อาคาร : วิทย์1 _ ประเภทการสอน: Lecture(ทฤษฏี), วัน : พุธ _ เวลา : 13:55-14:45 _ ห้องเรียน : 1240 ว.1 _ อาคาร : วิทย์1 _ ประเภทการสอน: Tue(ติวแนวข้อสอบ)",,นักศึกษาต้องสอบผ่านวิชาที่มี ['511202-162'],รองศาสตราจารย์ ดร.จิตติศักดิ์ รักบุตร,18 ม.ค. 2568 เวลา 13:00 - 16:00 อาคาร วิทย์4 ห้อง 4205 ว.4,17 มี.ค. 2568 เวลา 13:30 - 16:30 อาคาร 0 ห้อง กำหนดภายหลัง,วิชาบังคับของสาขาคณิตศษ.บ4ปี ปี3-4,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=123803&acadyear=2567&semester=2&avs279655917=1610
2567,2,511341-162,พีชคณิตนามธรรม 1,1,ABSTRACT ALGEBRA I,"วิทยาศาสตร์, ภาควิชาคณิตศาสตร์",3 (3-0-6),"เรียนทั้งหมด 3 คาบดังนี้ วัน : จันทร์ _ เวลา : 10:20-11:10 _ ห้องเรียน : 1232 ว.1 _ อาคาร : วิทย์1 _ ประเภทการสอน: Lecture(ทฤษฏี), วัน : จันทร์ _ เวลา : 11:15-12:05 _ ห้องเรียน : 1232 ว.1 _ อาคาร : วิทย์1 _ ประเภทการสอน: Tue(ติวแนวข้อสอบ), วัน : พุธ _ เวลา : 10:20-12:05 _ ห้องเรียน : 1232 ว.1 _ อาคาร : วิทย์1 _ ประเภทการสอน: Lecture(ทฤษฏี)",กรุป กรุปการเรียงสับเปลี่ยน ทฤษฎีบทสมสัณฐาน ความรู้เบื้องต้นเกี่ยวกับ ริง ฟิลด์ และอินทิกรัลโดเมน การประยุกต์,นักศึกษาต้องสอบผ่านวิชาที่มี ['511202-162'],ผู้ช่วยศาสตราจารย์ ดร.วรกฤษณ์ ศุภพร,20 ม.ค. 2568 เวลา 09:00 - 12:00 อาคาร วิทย์4 ห้อง 4204 ว.4,21 มี.ค. 2568 เวลา 09:00 - 12:00 อาคาร 0 ห้อง กำหนดภายหลัง,วิชาบังคับของสาขาคณิตศษ.บ4ปี ปี3-4,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=126642&acadyear=2567&semester=2&avs279655917=1611
2567,2,511342-165,พีชคณิตเชิงเส้น 2,1,LINEAR ALGEBRA II,"วิทยาศาสตร์, ภาควิชาคณิตศาสตร์",3 (3-0-6),เรียนทั้งหมด 1 คาบดังนี้ วัน : จันทร์ _ เวลา : 14:50-17:30 _ ห้องเรียน : 2203 ว.2 _ อาคาร : วิทย์2 _ ประเภทการสอน: Lecture(ทฤษฏี),การศึกษาเชิงนามธรรมของปริภูมิเวกเตอร์ ปริภูมิผลคูณภายใน การแปลงเชิงเส้น และการแปลงเป็นเมทริกซ์ทแยงมุม,นักศึกษาต้องสอบผ่านวิชาที่มี ['511241-165'],อาจารย์ ดร.ปรีชญา สัญญฑิตย์,24 ม.ค. 2568 เวลา 09:00 - 12:00 อาคาร วิทย์4 ห้อง 4204 ว.4,17 มี.ค. 2568 เวลา 13:30 - 16:30 อาคาร 0 ห้อง กำหนดภายหลัง,วิชาบังคับเลือกของสาขาคณิต ปี3,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=131203&acadyear=2567&semester=2&avs279655917=1614
2567,2,511352-162,คณิตศาสตร์เชิงการจัด,1,COMBINATORICS,"วิทยาศาสตร์, ภาควิชาคณิตศาสตร์",3 (3-0-6),"เรียนทั้งหมด 3 คาบดังนี้ วัน : จันทร์ _ เวลา : 08:30-10:15 _ ห้องเรียน : 4206 ว.4 _ อาคาร : วิทย์4 _ ประเภทการสอน: Lecture(ทฤษฏี), วัน : พฤหัสบดี _ เวลา : 08:30-09:20 _ ห้องเรียน : 1240 ว.1 _ อาคาร : วิทย์1 _ ประเภทการสอน: Lecture(ทฤษฏี), วัน : พฤหัสบดี _ เวลา : 09:25-10:15 _ ห้องเรียน : 1240 ว.1 _ อาคาร : วิทย์1 _ ประเภทการสอน: Tue(ติวแนวข้อสอบ)",หลักการนับ การเรียงสับเปลี่ยนและการจัดหมู่ ทฤษฎีบททวินามและทฤษฎีบทอเนกนาม หลักการเพิ่มเข้าตัดออก ฟังก์ชันก่อกำเนิด ความสัมพันธ์เวียนเกิด หลักการรังนกพิราบ,นักศึกษาต้องสอบผ่านวิชาที่มี ['511201-162'],ผู้ช่วยศาสตราจารย์ ดร.เฉลิมพงศ์ วรวรรโณทัย,,25 มี.ค. 2568 เวลา 13:30 - 16:30 อาคาร 0 ห้อง กำหนดภายหลัง,วิชาบังคับของสาขาคณิตศษ.บ4ปี ปี3-4,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=126643&acadyear=2567&semester=2&avs279655917=1615
2567,2,511352-165,คณิตศาสตร์เชิงการจัด,1,COMBINATORICS,"วิทยาศาสตร์, ภาควิชาคณิตศาสตร์",3 (3-0-6),"เรียนทั้งหมด 3 คาบดังนี้ วัน : จันทร์ _ เวลา : 08:30-10:15 _ ห้องเรียน : 4206 ว.4 _ อาคาร : วิทย์4 _ ประเภทการสอน: Lecture(ทฤษฏี), วัน : พฤหัสบดี _ เวลา : 08:30-09:20 _ ห้องเรียน : 1240 ว.1 _ อาคาร : วิทย์1 _ ประเภทการสอน: Lecture(ทฤษฏี), วัน : พฤหัสบดี _ เวลา : 09:25-10:15 _ ห้องเรียน : 1240 ว.1 _ อาคาร : วิทย์1 _ ประเภทการสอน: Tue(ติวแนวข้อสอบ)",หลักการนับ การเรียงสับเปลี่ยนและการจัดหมู่ ทฤษฎีบททวินามและทฤษฎีบทอเนกนาม หลักการเพิ่มเข้าตัดออก ฟังก์ชันก่อกำเนิด ความสัมพันธ์เวียนเกิด หลักการรังนกพิราบ,"นักศึกษาต้องสอบผ่านวิชาที่มี ['511201-165', 'หรือ519201-165']",ผู้ช่วยศาสตราจารย์ ดร.เฉลิมพงศ์ วรวรรโณทัย,,25 มี.ค. 2568 เวลา 13:30 - 16:30 อาคาร 0 ห้อง กำหนดภายหลัง,วิชาบังคับเลือกของสาขาคณิต ปี3,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=131222&acadyear=2567&semester=2&avs279655917=1616
2567,2,511352-2560,คณิตศาสตร์เชิงการจัด,1,COMBINATORICS,"วิทยาศาสตร์, ภาควิชาคณิตศาสตร์",3 (3-0-6),"เรียนทั้งหมด 3 คาบดังนี้ วัน : จันทร์ _ เวลา : 08:30-10:15 _ ห้องเรียน : 4206 ว.4 _ อาคาร : วิทย์4 _ ประเภทการสอน: Lecture(ทฤษฏี), วัน : พฤหัสบดี _ เวลา : 08:30-09:20 _ ห้องเรียน : 1240 ว.1 _ อาคาร : วิทย์1 _ ประเภทการสอน: Lecture(ทฤษฏี), วัน : พฤหัสบดี _ เวลา : 09:25-10:15 _ ห้องเรียน : 1240 ว.1 _ อาคาร : วิทย์1 _ ประเภทการสอน: Tue(ติวแนวข้อสอบ)",หลักการนับ การเรียงสับเปลี่ยนและการจัดหมู่ ทฤษฎีบททวินามและทฤษฎีบทอเนกนาม หลักการเพิ่มเข้าตัดออก ฟังก์ชันก่อกำเนิด ความสัมพันธ์เวียนเกิด หลักการรังนกพิราบ,นักศึกษาต้องสอบผ่านวิชาที่มี ['511201-2560'],ผู้ช่วยศาสตราจารย์ ดร.เฉลิมพงศ์ วรวรรโณทัย,,25 มี.ค. 2568 เวลา 13:30 - 16:30 อาคาร 0 ห้อง กำหนดภายหลัง,วิชาบังคับเลือกของสาขาคณิต ปี4-8,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=111872&acadyear=2567&semester=2&avs279655917=1617
2567,2,511361-165,การพัฒนาหลักสูตรและการสอนคณิตศาสตร์,1,DEVELOPING CURRICULUM AND MATHEMATICS TEACHING,"วิทยาศาสตร์, ภาควิชาคณิตศาสตร์",3 (3-0-6),"เรียนทั้งหมด 3 คาบดังนี้ วัน : จันทร์ _ เวลา : 10:20-12:05 _ ห้องเรียน : 408A-408B ตึก15 ชั้น _ อาคาร : เรียนรวม _ ประเภทการสอน: Lecture(ทฤษฏี), วัน : อังคาร _ เวลา : 10:20-11:10 _ ห้องเรียน : 408A-408B ตึก15 ชั้น _ อาคาร : เรียนรวม _ ประเภทการสอน: Lecture(ทฤษฏี), วัน : อังคาร _ เวลา : 11:15-12:05 _ ห้องเรียน : 408A-408B ตึก15 ชั้น _ อาคาร : เรียนรวม _ ประเภทการสอน: Tue(ติวแนวข้อสอบ)",แนวคิดในการจัดทำหลักสูตรเพื่อห้องเรียนพิเศษ ปัจจัยที่มีอิทธิพลต่อการพัฒนาหลักสูตร ทฤษฎีหลักสูตร การพัฒนาหลักสูตร การนำหลักสูตรไปใช้ การประเมินหลักสูตร หลักการและวิธีสอนคณิตศาสตร์ การออกแบบและการจัดกิจกรรมการเรียนรู้วิชาคณิตศาสตร์,นักศึกษาต้องสอบผ่านวิชาที่มี [],อาจารย์ผกามาส พะวงษ์,21 ม.ค. 2568 เวลา 09:00 - 12:00 อาคาร วิทย์4 ห้อง 4203 ว.4,24 มี.ค. 2568 เวลา 09:00 - 12:00 อาคาร 0 ห้อง กำหนดภายหลัง,วิชาบังคับเลือกของสาขาคณิต ปี2-3,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=131223&acadyear=2567&semester=2&avs279655917=1618
2567,2,511361-2560,การพัฒนาหลักสูตรและการสอนคณิตศาสตร์,1,DEVELOPING CURRICULUM AND MATHEMATICS TEACHING,"วิทยาศาสตร์, ภาควิชาคณิตศาสตร์",3 (3-0-6),"เรียนทั้งหมด 3 คาบดังนี้ วัน : จันทร์ _ เวลา : 10:20-12:05 _ ห้องเรียน : 408A-408B ตึก15 ชั้น _ อาคาร : เรียนรวม _ ประเภทการสอน: Lecture(ทฤษฏี), วัน : อังคาร _ เวลา : 10:20-11:10 _ ห้องเรียน : 408A-408B ตึก15 ชั้น _ อาคาร : เรียนรวม _ ประเภทการสอน: Lecture(ทฤษฏี), วัน : อังคาร _ เวลา : 11:15-12:05 _ ห้องเรียน : 408A-408B ตึก15 ชั้น _ อาคาร : เรียนรวม _ ประเภทการสอน: Tue(ติวแนวข้อสอบ)",,นักศึกษาต้องสอบผ่านวิชาที่มี [],อาจารย์ผกามาส พะวงษ์,21 ม.ค. 2568 เวลา 09:00 - 12:00 อาคาร วิทย์4 ห้อง 4203 ว.4,24 มี.ค. 2568 เวลา 09:00 - 12:00 อาคาร 0 ห้อง กำหนดภายหลัง,วิชาบังคับเลือกของสาขาคณิต ปี4-8,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=117149&acadyear=2567&semester=2&avs279655917=1619
2567,2,511371-2560,การวิเคราะห์เชิงตัวเลข,1,NUMERICAL ANALYSIS,"วิทยาศาสตร์, ภาควิชาคณิตศาสตร์",3 (2-2-5),"เรียนทั้งหมด 2 คาบดังนี้ วัน : จันทร์ _ เวลา : 08:30-10:15 _ ห้องเรียน : 4320 ว.4 _ อาคาร : วิทย์4 _ ประเภทการสอน: Lecture(ทฤษฏี), วัน : ศุกร์ _ เวลา : 10:20-12:05 _ ห้องเรียน : 1231 ว.1 _ อาคาร : วิทย์1 _ ประเภทการสอน: Lab(ปฏิบัติ)",การวิเคราะห์ความคลาดเคลื่อน ผลเฉลยของสมการไม่เชิงเส้น ผลเฉลยของระบบสมการเชิงเส้น การประมาณค่าในช่วง การประมาณค่ากำลังสองน้อยที่สุด การหาอนุพันธ์และปริพันธ์เชิงตัวเลข ผลเฉลยเชิงตัวเลขของสมการเชิงอนุพันธ์,"นักศึกษาต้องสอบผ่านวิชาที่มี ['511221-2560', 'หรือต้องเรียนวิชารหัส 511221-2560 ไปพร้อมกัน']",รองศาสตราจารย์ ดร.พรทรัพย์ พรสวัสดิ์,22 ม.ค. 2568 เวลา 09:00 - 12:00 อาคาร รวมวิทย์ ห้อง ร.วท.1 22 ม.ค. 2568 เวลา 13:00 - 16:00 อาคาร วิทย์1 ห้อง 1231 ว.1,26 มี.ค. 2568 เวลา 09:00 - 12:00 อาคาร 0 ห้อง กำหนดภายหลัง26 มี.ค. 2568 เวลา 13:30 - 16:30 อาคาร 0 ห้อง กำหนดภายหลัง,วิชาบังคับของสาขาคณิต วิชาเลือกของสาขาคณิตประยุกต์ ปี4-8,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=111875&acadyear=2567&semester=2&avs279655917=1620
2567,2,511391-162,ระเบียบวิธีการวิจัยสำหรับคณิตศาสตร์ศึกษา,1,RESEARCH METHODOLOGY FOR MATHEMATICS STUDY,"วิทยาศาสตร์, ภาควิชาคณิตศาสตร์",3 (3-0-6),"เรียนทั้งหมด 3 คาบดังนี้ วัน : อังคาร _ เวลา : 13:00-14:45 _ ห้องเรียน : 408A-408B ตึก15 ชั้น _ อาคาร : เรียนรวม _ ประเภทการสอน: Lecture(ทฤษฏี), วัน : อังคาร _ เวลา : 14:50-15:40 _ ห้องเรียน : 408A-408B ตึก15 ชั้น _ อาคาร : เรียนรวม _ ประเภทการสอน: Lecture(ทฤษฏี), วัน : อังคาร _ เวลา : 15:45-16:35 _ ห้องเรียน : 408A-408B ตึก15 ชั้น _ อาคาร : เรียนรวม _ ประเภทการสอน: Tue(ติวแนวข้อสอบ)",หลักการวิจัย ขั้นตอนและการวางแผนการวิจัยเบื้องต้น เครื่องมือที่ใช้ในการวิจัย การเก็บรวบรวมข้อมูล แผนการวิเคราะห์เชิงสถิติ การประเมินผลการวิจัย วิธีการรายงานการวิจัย การจัดทำเอกสารและการอ้างอิง การนำเสนอทางวิชาการสำหรับคณิตศาสตร์ศึกษา,นักศึกษาต้องสอบผ่านวิชาที่มี [],อาจารย์ผกามาส พะวงษ์,22 ม.ค. 2568 เวลา 13:00 - 16:00 อาคาร วิทย์4 ห้อง 4205 ว.4,24 มี.ค. 2568 เวลา 13:30 - 16:30 อาคาร 0 ห้อง กำหนดภายหลัง,วิชาบังคับเลือกของสาขาคณิต ศษ.บปี3,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=125564&acadyear=2567&semester=2&avs279655917=1621
2567,2,511491-162,สัมมนา,1,SEMINAR,"วิทยาศาสตร์, ภาควิชาคณิตศาสตร์",1 (0-2-1),เรียนทั้งหมด 1 คาบดังนี้ วัน : พฤหัสบดี _ เวลา : 16:40-18:25 _ ห้องเรียน : 1556 ว.1 _ อาคาร : วิทย์1 _ ประเภทการสอน: Lecture(ทฤษฏี),สัมมนาในหัวข้อที่น่าสนใจทางคณิตศาสตร์ภายใต้ความเห็นชอบของภาควิชาฯ,นักศึกษาต้องสอบผ่านวิชาที่มี ['511202-162'],ผู้ช่วยศาสตราจารย์ ดร.ธนากร ปริญญาศาสตร์,,,วิชาบังคับของสาขาคณิตศษ.บ4ปี ปี4,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=127801&acadyear=2567&semester=2&avs279655917=1624
2567,2,511491-162,สัมมนา,2,SEMINAR,"วิทยาศาสตร์, ภาควิชาคณิตศาสตร์",1 (0-2-1),เรียนทั้งหมด 1 คาบดังนี้ วัน : พฤหัสบดี _ เวลา : 16:40-18:25 _ ห้องเรียน : 1556 ว.1 _ อาคาร : วิทย์1 _ ประเภทการสอน: Lecture(ทฤษฏี),สัมมนาในหัวข้อที่น่าสนใจทางคณิตศาสตร์ภายใต้ความเห็นชอบของภาควิชาฯ,นักศึกษาต้องสอบผ่านวิชาที่มี ['511202-162'],ผู้ช่วยศาสตราจารย์ ดร.วรกฤษณ์ ศุภพร,,,วิชาบังคับของสาขาคณิตศษ.บ4ปี ปี4,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=127801&acadyear=2567&semester=2&avs279655917=1624
2567,2,511491-162,สัมมนา,3,SEMINAR,"วิทยาศาสตร์, ภาควิชาคณิตศาสตร์",1 (0-2-1),เรียนทั้งหมด 1 คาบดังนี้ วัน : พฤหัสบดี _ เวลา : 16:40-18:25 _ ห้องเรียน : 1556 ว.1 _ อาคาร : วิทย์1 _ ประเภทการสอน: Lecture(ทฤษฏี),สัมมนาในหัวข้อที่น่าสนใจทางคณิตศาสตร์ภายใต้ความเห็นชอบของภาควิชาฯ,นักศึกษาต้องสอบผ่านวิชาที่มี ['511202-162'],ผู้ช่วยศาสตราจารย์ ดร.ธนากร ปริญญาศาสตร์,,,วิชาบังคับของสาขาคณิตศษ.บ4ปี ปี4,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=127801&acadyear=2567&semester=2&avs279655917=1624
2567,2,511491-162,สัมมนา,4,SEMINAR,"วิทยาศาสตร์, ภาควิชาคณิตศาสตร์",1 (0-2-1),เรียนทั้งหมด 1 คาบดังนี้ วัน : พฤหัสบดี _ เวลา : 16:40-18:25 _ ห้องเรียน : 1556 ว.1 _ อาคาร : วิทย์1 _ ประเภทการสอน: Lecture(ทฤษฏี),สัมมนาในหัวข้อที่น่าสนใจทางคณิตศาสตร์ภายใต้ความเห็นชอบของภาควิชาฯ,นักศึกษาต้องสอบผ่านวิชาที่มี ['511202-162'],ผู้ช่วยศาสตราจารย์ ดร.ธนากร ปริญญาศาสตร์,,,วิชาบังคับของสาขาคณิตศษ.บ4ปี ปี4,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=127801&acadyear=2567&semester=2&avs279655917=1624
2567,2,511491-162,สัมมนา,5,SEMINAR,"วิทยาศาสตร์, ภาควิชาคณิตศาสตร์",1 (0-2-1),เรียนทั้งหมด 1 คาบดังนี้ วัน : พฤหัสบดี _ เวลา : 16:40-18:25 _ ห้องเรียน : 1556 ว.1 _ อาคาร : วิทย์1 _ ประเภทการสอน: Lecture(ทฤษฏี),สัมมนาในหัวข้อที่น่าสนใจทางคณิตศาสตร์ภายใต้ความเห็นชอบของภาควิชาฯ,นักศึกษาต้องสอบผ่านวิชาที่มี ['511202-162'],อาจารย์ผกามาส พะวงษ์,,,วิชาบังคับของสาขาคณิตศษ.บ4ปี ปี4,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=127801&acadyear=2567&semester=2&avs279655917=1624
2567,2,511491-162,สัมมนา,6,SEMINAR,"วิทยาศาสตร์, ภาควิชาคณิตศาสตร์",1 (0-2-1),เรียนทั้งหมด 1 คาบดังนี้ วัน : พฤหัสบดี _ เวลา : 16:40-18:25 _ ห้องเรียน : 1556 ว.1 _ อาคาร : วิทย์1 _ ประเภทการสอน: Lecture(ทฤษฏี),สัมมนาในหัวข้อที่น่าสนใจทางคณิตศาสตร์ภายใต้ความเห็นชอบของภาควิชาฯ,นักศึกษาต้องสอบผ่านวิชาที่มี ['511202-162'],อาจารย์ผกามาส พะวงษ์,,,วิชาบังคับของสาขาคณิตศษ.บ4ปี ปี4,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=127801&acadyear=2567&semester=2&avs279655917=1624
